chain,draw,warmup,beta0,beta[1],beta[2],beta[3],sigmasq,sigma,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20],mu[21],b0,b[1],b[2],b[3],outlier_3,outlier_4,outlier_21,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
0,10,0,15.364535866458905,20.829241505746737,-2.5606148375302817,-18.087754001800022,99.83443497134307,9.991718319255355,19.696313749941652,16.0258790273332,17.921340738615683,15.912249722784093,20.96681428620404,15.684991113685879,2.504277226194919,16.295263753383498,15.759655364191207,15.578221204544175,15.407777247720517,14.685239597469504,14.053419027042015,14.83277132956757,16.251773342435694,16.736062180765124,20.697429560153743,10.666192615972603,11.173393679027619,22.40043796514951,9.40575046345473,14.264624806822038,0.7509449763882854,-0.09071707982351514,-0.6318205704274934,0.0,0.0,0.0,-59.5666993774217,0.9792687839959873,0.07283455921088153,5,47,0,65.72626224859965
0,11,0,13.421499791609042,0.2021233450989608,-9.146136344561162,6.588091488925934,101.05955288086734,10.05283805106137,10.198068519689482,12.9077459155835,12.217363065040399,13.254199095951394,11.413178161169789,13.94710545668718,16.605490083561296,15.478956010107161,16.616979415590745,15.96892351223078,16.48860328278262,16.39470294795034,16.62483056479804,16.54550430944638,11.123342516627908,10.742413538284168,8.841968066646126,10.273475973589749,9.222065863198136,13.754524838961991,13.232054485892723,18.27777021128584,0.007287039740308531,-0.3240279516799823,0.23012761684770056,0.0,0.0,0.0,-61.75477285894097,0.9209473206130387,0.07283455921088153,5,31,0,64.76253282063662
0,12,0,21.130418498778234,19.803914387843516,-8.023900426578702,-13.875203494274102,141.2581340525204,11.885206521239772,22.707594879650845,21.273560878618266,22.72757871615808,21.493411781181326,25.370792681287504,21.933113586307453,10.534044064380932,24.16660150107161,24.415356156034328,23.846817065480636,24.17659341932523,23.40765126153511,22.92297864902184,23.581995355530424,19.589164219081162,19.89949273759912,22.477752058834163,13.848425009486693,13.654633080164741,27.326937384708636,14.384293988884796,24.68124986834574,0.7139794321493522,-0.28426954527684567,-0.4846726125132723,0.0,0.0,0.0,-60.68590699071996,0.9987420267938916,0.07283455921088153,6,63,0,63.750545276327244
0,13,0,20.890551691860946,6.191794965065304,-8.457105760719728,4.368082953741613,115.55193594459229,10.749508637356048,22.0763203846935,21.467749235464233,21.010006721402014,21.162976937834685,19.942330233668766,20.55343234257559,21.80734662827281,18.49582995516421,19.01906572820198,18.41983156996279,17.962673123518467,17.81563688241961,17.96821772044035,18.26764011035398,23.977160161604015,23.37257609564891,22.91424951396879,21.363317566886757,20.763888719441596,26.422956262770683,23.91837963478614,16.743778622206243,0.22322931550624292,-0.29961707911959573,0.15258083802073974,0.0,0.0,0.0,-60.425069085711456,0.9404679894968523,0.07283455921088153,5,63,0,62.543536204530184
0,14,0,13.779564072641575,8.130519049717499,15.709213967433744,-22.331860269714905,147.49938583512866,12.144932516697187,19.55893055825066,14.405813719158644,16.74602611251288,14.127421974676803,20.36798835695476,13.57063848571312,1.3084846397923133,13.530027550512015,11.428075574441197,12.541162944365896,12.12357532764313,11.90004821482073,11.119977417035988,11.482700402099299,14.948343511663987,16.14576212217016,21.243774525601395,14.4269033517101,16.459257391660472,13.745048181070041,8.190885163619443,10.090741679690096,0.2931250489428575,0.5565436849623475,-0.7800707977847445,0.0,0.0,0.0,-60.97007064298231,0.7264173067293332,0.07283455921088153,6,63,0,63.91796595654851
0,15,0,15.237621923607367,-6.40967378493836,39.84776159511981,-33.290026196462165,122.64184012578497,11.074377640562243,21.388542824043878,15.254126479486404,18.742672930123963,15.182977088339396,24.485767623372887,15.040678306045379,0.25402522777566006,16.957266940708454,12.917614994030995,15.741056080469004,15.634331993748493,15.883203720088307,14.720354903209124,14.507057872442804,13.15981550963053,15.698810174155216,22.782627162150856,18.97699309358546,22.998857692476168,4.056876939456746,5.606402840414898,14.151310916707775,-0.2310843785530629,1.4117205432190016,-1.1628488168791864,0.0,0.0,0.0,-61.658337141572666,0.9592171396424324,0.07283455921088153,5,63,0,63.69467693449831
0,16,0,21.512520092334643,19.47851346877625,-24.38540719142907,4.119034889148722,122.73846380719215,11.078739269754124,20.796490542052464,21.836175910452397,21.404531776026356,21.907348905494587,20.75629788035849,22.049694895578973,19.74378708646746,22.171176860787554,24.096283109195138,22.368437985211212,22.47519747777451,21.75515629392456,21.899037672066573,22.583492358395425,22.36356213405156,21.39134469143869,20.421296930023324,14.89164539997098,12.984332400323943,32.49688416109261,21.370747468340742,22.93935733360638,0.7022479350894004,-0.8639225619919614,0.1438813781420127,0.0,0.0,0.0,-60.87467897970607,0.8523579600208249,0.07283455921088153,6,63,0,64.58742634743106
0,17,0,13.75930255613532,15.77587519901313,-1.2311106459474175,-15.771554331115764,127.31731283400646,11.283497367128973,16.277382010969887,13.986683432765947,15.63942469401189,14.089765697330236,18.497075727319416,14.295930226458815,3.0159615275098943,15.99048075520077,15.604109907867333,15.516878699875342,15.67150209672177,15.076972738977126,14.526058985228481,15.069047210690975,12.783579997204349,13.342419279239149,16.493278404884595,8.722962776273512,9.135104189748025,17.835204577564685,7.375530742999539,15.584458533512418,0.5687587916035707,-0.04361560399599551,-0.5509137537486473,0.0,0.0,0.0,-60.37320096449197,0.8678589166312747,0.07283455921088153,6,63,0,63.03280013262303
0,18,0,20.935972595968764,-10.854918889879274,11.046186923169197,-3.145698472075854,182.09436310264437,13.494234439294598,18.62679705053811,20.055327624961937,20.384973362540315,20.494869877640706,21.373925177849706,21.37395438299824,21.524372090366963,24.121086160953404,23.558175618639275,24.340860937936352,25.000174316954507,25.281635064076916,25.171753151550792,24.67052127808899,16.5871928472056,17.30818854571964,17.308166641858243,20.720416124535323,21.39321223001914,12.708450261492679,17.651371769417185,26.868232541482833,-0.3913463102921045,0.3913426596485378,-0.10988191252612517,0.0,0.0,0.0,-61.98040610292412,0.9103913023462139,0.07283455921088153,6,63,0,65.55399457672426
0,19,0,15.891926543727857,13.816553978447326,-20.937435748051694,10.432747685220662,87.80752698995221,9.370567058078834,17.24220029864844,16.890340554081483,15.797066409660966,16.407233149947892,13.491835431493183,15.441018341680714,18.278902568196045,11.934301338298898,13.41993218987936,11.936395500005544,11.211734393805163,10.834390763675094,11.198815478481931,11.817712810678797,21.257508591726953,19.909761829916413,18.447874647275764,15.303806486705183,13.697398784091316,27.62276880435185,21.589459045684045,9.402175790010846,0.4981204811634658,-0.7417683449369072,0.3644247148068388,0.0,0.0,0.0,-61.196061601480366,0.9570750705489016,0.07283455921088153,6,63,0,64.35927961879638
0,20,0,21.687443352977265,14.985172768971962,7.234822357426026,-20.7998272049048,161.88508184280903,12.723406848906823,27.35951522378103,22.46654541525877,24.646212170139744,22.186502774431965,27.998947454114553,21.626417492778348,8.633191025715403,21.469283477944852,20.020067501649912,20.53269591236442,20.112631951124214,19.64239057152114,18.91583498656082,19.526097686577288,23.373963450522144,24.216811920426323,28.996209391428476,20.221120467512108,21.600325783600347,25.644291479940325,16.24725427513036,18.12588448244325,0.5402520398097713,0.2563142053572542,-0.7265555849603236,0.0,0.0,0.0,-61.23836886449528,0.9972190754152853,0.07283455921088153,6,63,0,63.766163340902466
0,21,0,22.512587199130312,5.75223997096132,14.734886480800657,-23.261857024414716,139.89732112350248,11.827819795866967,24.758750591822054,22.1926458775,24.630314994335492,22.525240799071206,29.025691777299187,23.190430642213624,10.071455334819555,26.727964185805064,25.120803291979676,26.16485400470497,26.66374638706178,26.37321537114593,25.560658998867435,25.684892553997674,18.613048428253204,20.113927617679956,24.49037346899413,18.89374595946541,20.5840555836836,18.576615964945177,12.80189934809139,27.347867161853717,0.20738228552304835,0.5220253563626471,-0.8125563722784974,0.0,0.0,0.0,-61.985617779322524,0.9047656145655786,0.07283455921088153,5,63,0,67.35933684922982
0,22,0,22.248616912292302,10.869222219360186,12.4958602673341,-21.05490034290139,149.46063416949465,12.225409366131453,28.567741657832485,23.106651124139297,25.31304764141095,22.710259345271055,28.59398339132879,21.917475787534567,9.864374493929162,21.109154070556603,19.190991790135225,20.076394730648207,19.48180706234584,19.189043026845113,18.453577521087897,18.94453744602274,24.60412865548623,25.58409974206582,30.59148044491149,22.99100331529706,24.81006765100138,24.43543975405842,17.685696506229984,16.962578551681528,0.39186198021778823,0.44270147025648987,-0.7354655057572173,0.0,0.0,0.0,-61.6413104800697,0.9984494718045879,0.07283455921088153,5,63,0,63.707821885807256
0,23,0,15.654508251931508,37.727006581256184,-35.18157425604643,1.796075135055782,149.75069192290587,12.237266521691266,20.39017108664803,17.527196111533108,17.338980833464536,16.82127008814884,16.319362679965977,15.409418041380302,9.185741229119717,11.224866554875044,13.250975574265624,10.758160463359708,9.699271428283302,8.515602298853205,8.578340724876062,10.114972865998293,23.60134275085273,21.939233757684782,22.621692236624035,9.988102625868567,7.78551210063192,38.77328904602011,18.901170792107834,6.585342749076959,1.360150635276166,-1.246407555452957,0.06273842602285784,0.0,0.0,0.0,-62.3384752635643,0.946981626840513,0.07283455921088153,6,63,0,65.12859857290528
0,24,0,16.476284361085273,19.920821786595493,-4.156904963349362,-18.661801275833696,142.35606176137017,11.931305953724017,18.28008488760142,16.47779536936305,18.433412953413846,16.801589396440004,22.016569620575467,17.449177450593915,3.5281056430801563,20.61473816232027,20.500251570336086,20.205711154611052,20.69140219522648,19.89225945934703,19.2403869313301,19.877632653671068,13.78758336643919,14.454082700132087,17.879626827618253,8.480310152618639,8.675745251372064,21.159921813095096,7.555584023605464,21.496602789055846,0.7181942291102112,-0.1472702078625172,-0.6518725280169326,0.0,0.0,0.0,-60.25604701092746,0.9723911361761758,0.07283455921088153,6,63,0,63.201973202454546
0,25,0,16.864439120594604,19.87670696587537,-3.5320293605900535,-20.121771922670035,167.79863709723617,12.953711325223987,18.198212669595932,16.689041355042008,18.797652973642325,17.13463721795607,22.757601534223582,18.02582894378419,3.217624902805209,21.993746234606913,21.87533700902909,21.625072592259023,22.293466386630115,21.465463638711643,20.762593099178204,21.367797915639642,13.103530949223693,13.90406721182913,17.452896654658673,7.934705780195927,8.164513971502267,20.687410871682186,6.702019620290841,23.595777230209947,0.7166037821899571,-0.12513220838503314,-0.702870539533439,0.0,0.0,0.0,-61.09004119973573,0.9578135880652233,0.07283455921088153,5,31,0,61.677572105844824
0,26,0,18.33864310146858,11.790333856234902,-14.60808952403346,5.149911273784457,78.49679804833168,8.859841874905651,19.77954059251205,19.105293057437112,18.565620766726557,18.755581645675807,17.31645553711433,18.056158822153204,18.548774817201167,15.685536677385343,16.638210307586466,15.603143882134553,15.078576764492599,14.740934315336826,14.920825078907011,15.433323233943437,22.16326906312204,21.290989380945252,20.736211917166095,17.46032160439085,16.420220121249404,27.189791161177016,21.622726384183096,13.684766175136925,0.42507030209609664,-0.517533212725956,0.17989076357018496,0.0,0.0,0.0,-60.11774028190542,0.9864013525021453,0.07283455921088153,6,63,0,61.67265026285443
0,27,0,16.69628766297163,4.911900283654591,15.332704831888664,-19.220784121783105,137.62555619397327,11.73139191204408,21.361310214219927,17.124253983810394,19.13844880092481,16.928684013021023,22.299870191992795,16.537544071442277,6.368807277439853,16.75581328414633,14.8513279825405,15.937737533682839,15.644382577498774,15.51618908069847,14.844790808327001,15.070769290521984,17.22974823869601,18.34656630124397,22.66831089165686,17.521975653531303,19.377568462439804,15.392594857150572,11.705347407418714,14.092919436575134,0.17708598949764648,0.5432047755711682,-0.6713982723714718,0.0,0.0,0.0,-59.6047215444668,0.9888098918853783,0.07283455921088153,6,63,0,60.663566501599504
0,28,0,17.722729262193443,-4.233715511192642,22.72671423957126,-20.33794110832264,128.49744764359835,11.335671468580868,19.832881239509227,17.32294938053819,19.45421391748994,17.554543981119348,23.237916079657357,18.017733182281667,8.640254751679278,20.770245160257836,18.62320232646225,20.233519598376454,20.58091149924819,20.675648622888044,19.965227110570797,19.754692686640357,14.244105678341011,15.875483126905944,19.79062029993771,17.8438293029989,20.048770786939784,9.634111459872528,10.076454314347426,20.912665689546156,-0.15263577378514329,0.8051586359571042,-0.7104215123172508,0.0,0.0,0.0,-59.94676657080932,0.9834494553592121,0.07283455921088153,4,31,0,64.04314854603126
0,29,0,12.77157848590709,0.07417743252745512,9.692573599566796,-8.227909585390316,138.74977151254996,11.779209290633643,15.623263657220592,13.130461857687697,13.992685414103239,12.895847960167623,15.195110777275733,12.426620165127478,8.738785416924394,11.652405958664087,10.502263585196454,11.189037683385518,10.83711683710541,10.893096034061427,10.605688181922915,10.66701593372693,14.083310764715144,14.596798717188154,16.673166676299346,14.977445021270697,16.06893392035831,11.74258152045429,11.711512121193437,9.493946446126566,0.0026742774240005357,0.3433870490945314,-0.2874078521385137,0.0,0.0,0.0,-61.25962061296204,0.9957273303265297,0.07283455921088153,6,63,0,61.987786110492394
0,30,0,19.483091753373483,19.48146001057677,-36.423356645878236,14.357566123175673,128.87030195052813,11.35210561748472,15.322148458326389,19.387210420375396,17.882644577044175,19.73331091441176,15.721135332195168,20.425511902484487,22.7135434396465,21.41254584763943,24.754445638736932,22.173643165943773,22.69279390699832,21.90391461837882,22.405436566155895,23.021265607757222,18.842955269803586,17.224082332648116,13.695799904931127,10.22832265185916,6.972947984270739,31.86557113126978,20.765697149966414,24.751768077939033,0.7023541651104125,-1.2904012363965773,0.5015219477770738,0.0,0.0,0.0,-61.457509336769434,0.9695743473636329,0.07283455921088153,6,63,0,64.84347471092119
0,31,0,16.78202597254158,2.5118259319718623,39.75900731549401,-39.6965219866076,103.85203298701484,10.190781765253087,26.521221256489923,17.563046887012227,21.722946313398168,17.11304496282679,28.206110099855955,16.21304111445592,-3.0681647089375446,16.398796334646942,11.857509409652732,14.674661749379222,13.999658863101072,14.021601890835658,12.63496874870702,12.838026683065127,17.805350563272047,20.375558913171215,29.370360652221247,21.172175937586704,25.60096238153456,10.249424048939982,7.152243322158082,10.588017062137926,0.09055745331176285,1.4085761698632422,-1.3866331421286455,0.0,0.0,0.0,-62.67906889094799,0.9975446711617031,0.07283455921088153,6,63,0,63.34808313313771
0,32,0,17.753899236111298,17.812073649917217,15.581752420413055,-31.479783749237665,131.9987060811727,11.489068982348948,25.958309557528338,18.75777046628138,22.056617010202444,18.379445684493557,27.176369801616403,17.622796120917922,-1.057346193960381,17.646659654918675,15.159244561294525,16.26330055393746,15.695813381255729,15.148225862936844,14.048610348296489,14.785360257509286,19.659819232387324,21.122300352455245,28.287480612979106,16.631559834096922,19.024393732274124,20.996635810990234,9.468517315925592,12.893736348570197,0.6421687137658426,0.5520279963214674,-1.0996155146403555,0.0,0.0,0.0,-60.56187794522518,0.9893617734961607,0.07283455921088153,5,31,0,64.17602774233677
0,33,0,17.18895943519479,-5.967129279165654,14.827012805181766,-6.983538251772135,106.92843102342165,10.340620437063805,19.86689415735855,17.455252708539398,18.187075430376137,17.19037783911171,19.141905097343017,16.66062810025634,14.93354511877469,15.62547941560497,14.132303968223082,15.18288235625529,14.78557005211376,15.06691833885095,14.822977431572038,14.674066579548688,18.47392797588126,19.110720642462432,20.971678390277443,21.423265108877597,22.850221838902563,13.398039559832469,17.014418028928148,13.349692232410261,-0.2151295693802679,0.5252891940161026,-0.2439409072789132,0.0,0.0,0.0,-59.62739492172809,0.9940968399608675,0.07283455921088153,5,63,0,61.10380621093215
0,34,0,17.32681847957365,-2.239408198204516,18.27509862716253,-14.86130171309491,83.98708233284094,9.164446646297906,21.032592499994387,17.58032065245588,19.13767422848223,17.38994675153116,21.54288962093475,17.009198949681714,10.511526555728086,16.952784736715447,14.995991525828007,16.29088645234646,16.00532560095937,16.133655205543146,15.6145373468677,15.58139469274628,17.698779161763095,18.770157533235405,22.17042553667519,20.111087506546575,22.02028724220284,13.29212458310321,14.021601687705655,14.629525188122663,-0.08073612935259566,0.6474474632592256,-0.519117858675449,0.0,0.0,0.0,-59.58566031287349,0.9899768834442206,0.07283455921088153,5,31,0,61.824479275530436
0,35,0,17.0478078803216,26.185928258326538,-4.051152283739869,-23.106510292563435,195.70224654742833,13.989361906371153,21.549167869673497,17.632083860763398,20.05347379875957,17.658431835818995,24.11547167047545,17.711127785930195,0.7073864928955089,19.476888601163996,18.97656683858816,18.68951960312364,18.729041565707043,17.778387968642722,16.97125798931067,17.90873759884718,16.790628667538307,17.467409016665915,22.270666930074857,9.76476557876643,10.271674335106166,25.133236514005826,8.348040964896068,18.04047747412517,0.9440666033004156,-0.1435236177322585,-0.8071299793320567,0.0,0.0,0.0,-61.28702749394064,0.9930532926442154,0.07283455921088153,5,47,0,62.524322475606176
0,36,0,15.36042584603008,-23.951895225730766,36.02502705065446,-5.640106131241403,149.5251970984756,12.228049603206376,20.967523492226185,16.098931161704943,16.689972217342575,15.235925849603051,16.812035331303395,13.509915225399263,17.227377171271996,8.941662051238456,5.544815831908293,8.097394381949496,6.802886413796648,7.882162003604707,7.685148318392164,7.03737538463505,20.450914058159597,21.492714362341786,23.969304441769886,29.892949059648508,33.07404395095321,4.7880089805157215,20.367883078866697,2.7223488241255964,-0.8635242617825823,1.276289275020599,-0.1970136852125431,0.0,0.0,0.0,-64.94853019524645,0.7619648405216574,0.07283455921088153,6,63,0,67.8740871779343
0,37,0,18.29859678948765,-12.856167061790979,39.574694084711794,-34.85034802731367,201.3211390302757,14.188768058935763,17.504980970885658,16.43665645879106,20.08871299959033,17.551864545288286,27.29068198741968,19.782280718282742,3.8475152025477364,28.629431576174643,25.44439276424998,28.24848546078114,29.92129759052698,30.105991758526134,28.888639578259717,28.14634136701194,6.289603346402782,9.466605918183394,15.097906870036102,14.29781976181236,17.761660595361338,-1.3617756740454503,0.831438783154038,33.72238179949808,-0.4634961896234622,1.4020463482655796,-1.217352180266424,0.0,0.0,0.0,-65.52036089603314,0.9465384731593963,0.07283455921088153,6,63,0,68.74388610701952
0,38,0,17.257953659652486,10.529922494154125,29.520915164302345,-32.25337292887069,205.9521389033425,14.351032677244607,30.309610349269917,19.297044239865283,22.676957159971636,18.10162692670364,27.114728046987246,15.710792300380362,-0.5467850740871469,11.090418029771833,6.975492262784655,9.067217404865154,7.274091435122699,7.1933163661274975,6.06667872609205,6.745162451668058,25.19361089263065,26.76840244712554,35.321354257080706,25.076084168171306,28.892155606868087,19.713935604519772,14.375133250783215,0.768075885859858,0.37962939728560996,1.0458625710402507,-1.1266376400354505,0.0,0.0,0.0,-64.91498257199856,0.9392312328262341,0.07283455921088153,4,31,0,68.88713561378597
0,39,0,20.08777569745042,4.925990812133984,19.227035998206066,-18.55307630528146,169.6210044735738,13.023862886009427,28.495455005975856,21.462627929809134,23.406851947874813,20.619860438092708,25.80445781960119,18.934325454659852,10.059867350026504,15.38456172266752,12.742066314812355,14.104411431191643,12.840260193616999,12.87335807911808,12.225283406429522,12.613569266786648,25.82206126801681,26.729924753036805,31.882524026742807,26.201037284731353,28.63284081965742,21.519339774272616,19.488605359338177,8.39973180820451,0.17759398742802415,0.6811725581896428,-0.6480746726885602,0.0,0.0,0.0,-62.51789077719462,0.9929126229033711,0.07283455921088153,5,63,0,68.90706128229992
0,40,0,22.428108935047735,-4.84100401959857,1.684623172825226,4.006721958635285,185.8465730487628,13.632555631603445,22.21268200054876,22.460479207358723,22.040604630360818,22.360036150724678,21.2403706120636,22.159150037456584,25.316409352280026,21.301686077145547,21.246946820945727,21.366311977002646,21.215647392051572,21.415288162412665,21.5552463547453,21.405827112701232,23.218745453942716,23.088248311321514,22.399163742276777,24.569281703129136,24.59891019517044,21.247874108436143,24.57137823392783,20.903611829531,-0.17453000620258133,0.05968257802845839,0.13995819233263462,0.0,0.0,0.0,-62.21665746016919,0.9911635032635933,0.07283455921088153,6,63,0,64.74063339898764
0,41,0,22.208178705536966,-3.2786325999129895,0.2614252729217368,2.0888311896179945,182.24879729021492,13.499955455119654,20.90841553056337,21.920812614696057,21.701918685639992,22.064717918927,21.481000774777495,22.352528527388888,23.8673918007836,23.034054740679434,23.196424890864343,23.21494836187133,23.430806318217744,23.513032696739927,23.585997339758613,23.431818309120963,21.013154718652384,21.021404463252658,20.367758648794116,21.94031150933775,21.813917685210576,20.41696399113068,22.094373289869363,24.15134483027568,-0.11820270457991679,0.0092617355034931,0.07296464301868784,0.0,0.0,0.0,-61.92456956436831,0.932684365530504,0.07283455921088153,3,11,0,63.11091400035586
0,42,0,17.367519590638057,0.4185745349113417,7.517959359584752,-8.8273527003771,134.8528385444694,11.612615491114369,18.291256369650494,17.233922241218178,18.15896296511821,17.34156677708508,19.808342040818502,17.55685584881889,12.987988534043573,18.79250574598695,18.03220195840104,18.564892239920454,18.72635904372081,18.684357276513836,18.376010368547156,18.364189867820677,15.93262957539019,16.561143892050026,18.249758536049733,16.679852832921032,17.46706775447367,15.017651411147618,13.890396123703066,18.9024125471552,0.01509063324024608,0.2663451407597052,-0.30834690796667746,0.0,0.0,0.0,-59.28035762018634,0.9973145643014644,0.07283455921088153,5,31,0,62.77064600273297
